F_1stpeak,wl_1stpeak,F_2ndpeak,wl_2ndpeak,F684,F761,LFtot,EFtot,EFtot_RC
#W m-2 um-1 sr-1,nm,W m-2 um-1 sr-1,nm,W m-2 um-1 sr-1,W m-2 um-1 sr-1,W m-2 sr-1,W m-2,W m-2
6.983576e-01,688,4.533171e+00,744,6.376918e-01,3.003813e+00,2.594759e-01,9.964499e-01,5.163857e+00
6.980090e-01,688,4.507810e+00,745,6.417600e-01,3.098919e+00,2.578930e-01,9.907835e-01,5.468801e+00
NaN,NaN,1.837445e+00,742,3.266603e-01,1.095833e+00,1.113422e-01,4.199925e-01,1.776843e+00
NaN,NaN,2.038176e+00,743,2.952269e-01,1.295215e+00,1.181764e-01,4.486967e-01,2.147399e+00
3.207956e-01,688,2.078291e+00,744,2.929483e-01,1.383674e+00,1.192103e-01,4.533528e-01,2.356086e+00
3.207430e-01,688,2.064929e+00,745,2.948977e-01,1.425817e+00,1.184544e-01,4.506735e-01,2.494654e+00
NaN,NaN,2.204935e+00,742,3.919924e-01,1.315000e+00,1.336106e-01,5.039910e-01,2.132212e+00
NaN,NaN,2.445812e+00,743,3.542723e-01,1.554258e+00,1.418116e-01,5.384360e-01,2.576878e+00
3.849547e-01,688,2.493950e+00,744,3.515380e-01,1.660408e+00,1.430523e-01,5.440234e-01,2.827303e+00
3.848916e-01,688,2.477914e+00,745,3.538773e-01,1.710980e+00,1.421453e-01,5.408083e-01,2.993585e+00
NaN,NaN,2.572424e+00,742,4.573245e-01,1.534167e+00,1.558790e-01,5.879895e-01,2.487580e+00
NaN,NaN,2.853447e+00,743,4.133177e-01,1.813301e+00,1.654469e-01,6.281753e-01,3.006358e+00
4.491139e-01,688,2.909608e+00,744,4.101277e-01,1.937143e+00,1.668944e-01,6.346940e-01,3.298520e+00
4.490403e-01,688,2.890900e+00,745,4.128568e-01,1.996143e+00,1.658362e-01,6.309430e-01,3.492516e+00
NaN,NaN,2.939913e+00,742,5.226565e-01,1.753333e+00,1.781475e-01,6.719880e-01,2.842949e+00
NaN,NaN,3.261082e+00,743,4.723631e-01,2.072343e+00,1.890822e-01,7.179147e-01,3.435838e+00
5.132730e-01,688,3.325266e+00,744,4.687173e-01,2.213878e+00,1.907365e-01,7.253645e-01,3.769737e+00
5.131889e-01,688,3.303886e+00,745,4.718364e-01,2.281306e+00,1.895270e-01,7.210777e-01,3.991447e+00
NaN,NaN,3.307402e+00,742,5.879886e-01,1.972500e+00,2.004159e-01,7.559865e-01,3.198317e+00
NaN,NaN,3.668717e+00,743,5.314084e-01,2.331386e+00,2.127174e-01,8.076540e-01,3.865318e+00
5.774321e-01,688,3.740925e+00,744,5.273070e-01,2.490612e+00,2.145785e-01,8.160351e-01,4.240954e+00
5.773375e-01,688,3.716872e+00,745,5.308159e-01,2.566470e+00,2.132179e-01,8.112124e-01,4.490378e+00
NaN,NaN,3.674891e+00,742,6.533207e-01,2.191667e+00,2.226844e-01,8.399850e-01,3.553686e+00
NaN,NaN,4.076353e+00,743,5.904538e-01,2.590429e+00,2.363527e-01,8.973933e-01,4.294797e+00
6.415912e-01,688,4.156583e+00,744,5.858967e-01,2.767347e+00,2.384206e-01,9.067057e-01,4.712171e+00
6.414861e-01,688,4.129857e+00,745,5.897955e-01,2.851633e+00,2.369088e-01,9.013471e-01,4.989309e+00
NaN,NaN,4.042380e+00,742,7.186527e-01,2.410833e+00,2.449528e-01,9.239835e-01,3.909054e+00
NaN,NaN,4.483988e+00,743,6.494992e-01,2.849472e+00,2.599880e-01,9.871327e-01,4.724277e+00
7.057504e-01,688,4.572241e+00,744,6.444863e-01,3.044082e+00,2.622626e-01,9.973762e-01,5.183388e+00
7.056347e-01,688,4.542843e+00,745,6.487750e-01,3.136796e+00,2.605997e-01,9.914818e-01,5.488240e+00
NaN,NaN,1.432431e+00,741,3.162925e-01,8.262078e-01,9.057978e-02,3.817072e-01,1.471572e+00
NaN,NaN,1.669427e+00,742,2.816128e-01,1.010081e+00,9.908780e-02,4.172769e-01,1.821879e+00
3.042186e-01,689,1.747424e+00,743,2.763031e-01,1.098740e+00,1.012918e-01,4.258199e-01,2.012378e+00
3.015147e-01,688,1.767557e+00,744,2.764425e-01,1.147842e+00,1.014909e-01,4.259542e-01,2.136756e+00
NaN,NaN,1.718918e+00,741,3.795510e-01,9.914494e-01,1.086957e-01,4.580487e-01,1.765887e+00
NaN,NaN,2.003313e+00,742,3.379354e-01,1.212097e+00,1.189054e-01,5.007323e-01,2.186254e+00
3.650623e-01,689,2.096908e+00,743,3.315638e-01,1.318488e+00,1.215501e-01,5.109839e-01,2.414853e+00
3.618177e-01,688,2.121068e+00,744,3.317310e-01,1.377410e+00,1.217891e-01,5.111450e-01,2.564107e+00
NaN,NaN,2.005404e+00,741,4.428095e-01,1.156691e+00,1.268117e-01,5.343901e-01,2.060201e+00
NaN,NaN,2.337198e+00,742,3.942579e-01,1.414113e+00,1.387229e-01,5.841876e-01,2.550630e+00
4.259060e-01,689,2.446393e+00,743,3.868244e-01,1.538236e+00,1.418085e-01,5.961479e-01,2.817329e+00
4.221206e-01,688,2.474579e+00,744,3.870195e-01,1.606979e+00,1.420873e-01,5.963359e-01,2.991458e+00
NaN,NaN,2.291890e+00,741,5.060680e-01,1.321933e+00,1.449277e-01,6.107316e-01,2.354516e+00
NaN,NaN,2.671083e+00,742,4.505805e-01,1.616129e+00,1.585405e-01,6.676430e-01,2.915006e+00
4.867497e-01,689,2.795878e+00,743,4.420850e-01,1.757984e+00,1.620668e-01,6.813118e-01,3.219804e+00
4.824236e-01,688,2.828091e+00,744,4.423080e-01,1.836547e+00,1.623854e-01,6.815267e-01,3.418810e+00
NaN,NaN,2.578377e+00,741,5.693266e-01,1.487174e+00,1.630436e-01,6.870730e-01,2.648830e+00
NaN,NaN,3.004969e+00,742,5.069030e-01,1.818145e+00,1.783580e-01,7.510984e-01,3.279382e+00
5.475934e-01,689,3.145362e+00,743,4.973457e-01,1.977732e+00,1.823252e-01,7.664758e-01,3.622280e+00
5.427265e-01,688,3.181602e+00,744,4.975965e-01,2.066116e+00,1.826836e-01,7.667176e-01,3.846161e+00
NaN,NaN,2.864863e+00,741,6.325851e-01,1.652416e+00,1.811596e-01,7.634144e-01,2.943145e+00
NaN,NaN,3.338854e+00,742,5.632256e-01,2.020161e+00,1.981756e-01,8.345538e-01,3.643757e+00
6.084371e-01,689,3.494847e+00,743,5.526063e-01,2.197480e+00,2.025835e-01,8.516398e-01,4.024755e+00
6.030295e-01,688,3.535113e+00,744,5.528850e-01,2.295684e+00,2.029818e-01,8.519084e-01,4.273512e+00
NaN,NaN,3.151349e+00,741,6.958436e-01,1.817657e+00,1.992755e-01,8.397559e-01,3.237459e+00
NaN,NaN,3.672740e+00,742,6.195481e-01,2.222177e+00,2.179932e-01,9.180091e-01,4.008133e+00
6.692808e-01,689,3.844332e+00,743,6.078669e-01,2.417228e+00,2.228419e-01,9.368038e-01,4.427231e+00
6.633324e-01,688,3.888625e+00,744,6.081735e-01,2.525253e+00,2.232800e-01,9.370992e-01,4.700863e+00
NaN,NaN,1.744336e+00,742,3.227791e-01,1.026456e+00,1.066465e-01,4.224725e-01,1.730958e+00
NaN,NaN,1.967620e+00,743,2.893252e-01,1.227625e+00,1.141467e-01,4.545435e-01,2.110144e+00
3.133660e-01,689,2.021758e+00,744,2.857230e-01,1.319572e+00,1.154760e-01,4.603599e-01,2.320296e+00
3.123106e-01,688,2.017922e+00,745,2.869091e-01,1.366127e+00,1.149191e-01,4.582345e-01,2.459050e+00
NaN,NaN,2.093203e+00,742,3.873350e-01,1.231748e+00,1.279758e-01,5.069669e-01,2.077150e+00
NaN,NaN,2.361144e+00,743,3.471902e-01,1.473150e+00,1.369760e-01,5.454522e-01,2.532173e+00
3.760392e-01,689,2.426110e+00,744,3.428676e-01,1.583486e+00,1.385712e-01,5.524318e-01,2.784355e+00
3.747727e-01,688,2.421506e+00,745,3.442910e-01,1.639352e+00,1.379029e-01,5.498814e-01,2.950860e+00
NaN,NaN,2.442070e+00,742,4.518908e-01,1.437039e+00,1.493051e-01,5.914614e-01,2.423341e+00
NaN,NaN,2.754668e+00,743,4.050552e-01,1.718675e+00,1.598053e-01,6.363609e-01,2.954201e+00
4.387124e-01,689,2.830462e+00,744,4.000122e-01,1.847400e+00,1.616664e-01,6.445038e-01,3.248414e+00
4.372348e-01,688,2.825090e+00,745,4.016728e-01,1.912577e+00,1.608868e-01,6.415283e-01,3.442671e+00
NaN,NaN,2.790937e+00,742,5.164466e-01,1.642330e+00,1.706344e-01,6.759559e-01,2.769533e+00
NaN,NaN,3.148192e+00,743,4.629203e-01,1.964200e+00,1.826347e-01,7.272696e-01,3.376230e+00
5.013856e-01,689,3.234814e+00,744,4.571568e-01,2.111315e+00,1.847616e-01,7.365758e-01,3.712474e+00
4.996969e-01,688,3.228675e+00,745,4.590546e-01,2.185803e+00,1.838706e-01,7.331751e-01,3.934481e+00
NaN,NaN,3.139804e+00,742,5.810024e-01,1.847621e+00,1.919637e-01,7.604504e-01,3.115725e+00
NaN,NaN,3.541716e+00,743,5.207853e-01,2.209725e+00,2.054640e-01,8.181783e-01,3.798259e+00
5.640588e-01,689,3.639165e+00,744,5.143014e-01,2.375229e+00,2.078568e-01,8.286478e-01,4.176533e+00
5.621590e-01,688,3.632259e+00,745,5.164365e-01,2.459028e+00,2.068544e-01,8.248220e-01,4.426291e+00
NaN,NaN,3.488672e+00,742,6.455583e-01,2.052913e+00,2.132930e-01,8.449449e-01,3.461916e+00
NaN,NaN,3.935240e+00,743,5.786503e-01,2.455250e+00,2.282933e-01,9.090870e-01,4.220288e+00
6.267320e-01,689,4.043517e+00,744,5.714460e-01,2.639143e+00,2.309520e-01,9.207197e-01,4.640592e+00
6.246211e-01,688,4.035843e+00,745,5.738183e-01,2.732253e+00,2.298382e-01,9.164689e-01,4.918101e+00
NaN,NaN,3.837539e+00,742,7.101141e-01,2.258204e+00,2.346223e-01,9.294394e-01,3.808108e+00
NaN,NaN,4.328764e+00,743,6.365154e-01,2.700775e+00,2.511227e-01,9.999957e-01,4.642316e+00
6.894052e-01,689,4.447869e+00,744,6.285906e-01,2.903058e+00,2.540472e-01,1.012792e+00,5.104651e+00
6.870832e-01,688,4.439428e+00,745,6.312001e-01,3.005479e+00,2.528221e-01,1.008116e+00,5.409911e+00
NaN,NaN,1.822467e+00,742,3.245957e-01,1.082333e+00,1.105553e-01,4.287996e-01,1.774478e+00
NaN,NaN,2.032540e+00,743,2.916951e-01,1.284860e+00,1.176467e-01,4.596261e-01,2.153642e+00
3.162192e-01,688,2.076128e+00,744,2.884518e-01,1.374952e+00,1.187021e-01,4.647533e-01,2.365232e+00
3.154519e-01,688,2.064376e+00,745,2.898506e-01,1.418448e+00,1.179326e-01,4.621446e-01,2.505269e+00
NaN,NaN,2.186960e+00,742,3.895149e-01,1.298799e+00,1.326663e-01,5.145595e-01,2.129373e+00
NaN,NaN,2.439048e+00,743,3.500341e-01,1.541832e+00,1.411760e-01,5.515513e-01,2.584371e+00
3.794631e-01,688,2.491353e+00,744,3.461422e-01,1.649943e+00,1.424425e-01,5.577039e-01,2.838279e+00
3.785423e-01,688,2.477251e+00,745,3.478207e-01,1.702138e+00,1.415191e-01,5.545735e-01,3.006323e+00
NaN,NaN,2.551454e+00,742,4.544340e-01,1.515266e+00,1.547774e-01,6.003195e-01,2.484269e+00
NaN,NaN,2.845556e+00,743,4.083731e-01,1.798804e+00,1.647053e-01,6.434765e-01,3.015099e+00
4.427069e-01,688,2.906579e+00,744,4.038326e-01,1.924933e+00,1.661829e-01,6.506546e-01,3.311325e+00
4.416326e-01,688,2.890126e+00,745,4.057909e-01,1.985828e+00,1.651056e-01,6.470024e-01,3.507376e+00
NaN,NaN,2.915947e+00,742,5.193532e-01,1.731732e+00,1.768884e-01,6.860794e-01,2.839164e+00
NaN,NaN,3.252064e+00,743,4.667122e-01,2.055776e+00,1.882346e-01,7.354017e-01,3.445828e+00
5.059508e-01,688,3.321804e+00,744,4.615229e-01,2.199923e+00,1.899233e-01,7.436053e-01,3.784372e+00
5.047230e-01,688,3.303001e+00,745,4.637610e-01,2.269517e+00,1.886921e-01,7.394313e-01,4.008430e+00
NaN,NaN,3.280440e+00,742,5.842723e-01,1.948199e+00,1.989995e-01,7.718393e-01,3.194060e+00
NaN,NaN,3.658572e+00,743,5.250512e-01,2.312748e+00,2.117640e-01,8.273269e-01,3.876556e+00
5.691946e-01,688,3.737030e+00,744,5.192133e-01,2.474914e+00,2.136637e-01,8.365559e-01,4.257418e+00
5.678134e-01,688,3.715876e+00,745,5.217311e-01,2.553207e+00,2.122786e-01,8.318602e-01,4.509484e+00
NaN,NaN,3.644934e+00,742,6.491915e-01,2.164666e+00,2.211105e-01,8.575992e-01,3.548955e+00
NaN,NaN,4.065080e+00,743,5.833902e-01,2.569720e+00,2.352933e-01,9.192521e-01,4.307285e+00
6.324385e-01,688,4.152255e+00,744,5.769037e-01,2.749904e+00,2.374041e-01,9.295066e-01,4.730465e+00
6.309038e-01,688,4.128751e+00,745,5.797012e-01,2.836897e+00,2.358651e-01,9.242892e-01,5.010538e+00
NaN,NaN,4.009427e+00,742,7.141106e-01,2.381132e+00,2.432216e-01,9.433592e-01,3.903851e+00
NaN,NaN,4.471588e+00,743,6.417292e-01,2.826692e+00,2.588226e-01,1.011177e+00,4.738013e+00
6.956823e-01,688,4.567481e+00,744,6.345940e-01,3.024895e+00,2.611445e-01,1.022457e+00,5.203511e+00
6.939941e-01,688,4.541626e+00,745,6.376713e-01,3.120586e+00,2.594516e-01,1.016718e+00,5.511591e+00
NaN,NaN,1.845861e+00,742,3.273071e-01,1.100197e+00,1.118652e-01,4.297337e-01,1.781912e+00
NaN,NaN,2.052005e+00,743,2.945413e-01,1.303021e+00,1.188986e-01,4.601789e-01,2.159553e+00
3.194793e-01,688,2.093156e+00,744,2.914417e-01,1.392496e+00,1.199224e-01,4.651692e-01,2.370934e+00
3.188198e-01,688,2.079794e+00,745,2.929448e-01,1.435036e+00,1.191258e-01,4.624851e-01,2.510945e+00
NaN,NaN,2.215033e+00,742,3.927685e-01,1.320236e+00,1.342382e-01,5.156804e-01,2.138294e+00
NaN,NaN,2.462406e+00,743,3.534495e-01,1.563625e+00,1.426783e-01,5.522147e-01,2.591464e+00
3.833752e-01,688,2.511787e+00,744,3.497300e-01,1.670995e+00,1.439069e-01,5.582030e-01,2.845120e+00
3.825838e-01,688,2.495753e+00,745,3.515338e-01,1.722044e+00,1.429509e-01,5.549821e-01,3.013135e+00
NaN,NaN,2.584205e+00,742,4.582300e-01,1.540276e+00,1.566112e-01,6.016271e-01,2.494677e+00
NaN,NaN,2.872807e+00,743,4.123578e-01,1.824229e+00,1.664580e-01,6.442505e-01,3.023375e+00
4.472711e-01,688,2.930418e+00,744,4.080183e-01,1.949494e+00,1.678914e-01,6.512369e-01,3.319307e+00
4.463477e-01,688,2.911712e+00,745,4.101228e-01,2.009051e+00,1.667761e-01,6.474791e-01,3.515324e+00
NaN,NaN,2.953378e+00,742,5.236914e-01,1.760315e+00,1.789842e-01,6.875739e-01,2.851059e+00
NaN,NaN,3.283208e+00,743,4.712660e-01,2.084833e+00,1.902377e-01,7.362863e-01,3.455285e+00
5.111669e-01,688,3.349049e+00,744,4.663067e-01,2.227993e+00,1.918759e-01,7.442707e-01,3.793494e+00
5.101117e-01,688,3.327671e+00,745,4.687117e-01,2.296058e+00,1.906013e-01,7.399761e-01,4.017513e+00
NaN,NaN,3.322550e+00,742,5.891528e-01,1.980355e+00,2.013573e-01,7.735206e-01,3.207441e+00
NaN,NaN,3.693609e+00,743,5.301743e-01,2.345437e+00,2.140174e-01,8.283221e-01,3.887196e+00
5.750628e-01,688,3.767680e+00,744,5.245950e-01,2.506492e+00,2.158604e-01,8.373045e-01,4.267680e+00
5.738756e-01,688,3.743629e+00,745,5.273007e-01,2.583066e+00,2.144264e-01,8.324731e-01,4.519702e+00
NaN,NaN,3.691722e+00,742,6.546142e-01,2.200394e+00,2.237303e-01,8.594674e-01,3.563824e+00
NaN,NaN,4.104009e+00,743,5.890826e-01,2.606041e+00,2.377971e-01,9.203579e-01,4.319107e+00
6.389587e-01,688,4.186311e+00,744,5.828833e-01,2.784991e+00,2.398449e-01,9.303384e-01,4.741867e+00
6.376396e-01,688,4.159588e+00,745,5.858897e-01,2.870073e+00,2.382516e-01,9.249701e-01,5.021891e+00
NaN,NaN,4.060894e+00,742,7.200756e-01,2.420433e+00,2.461033e-01,9.454141e-01,3.920206e+00
NaN,NaN,4.514410e+00,743,6.479908e-01,2.866645e+00,2.615769e-01,1.012394e+00,4.751018e+00
7.028546e-01,688,4.604942e+00,744,6.411717e-01,3.063490e+00,2.638294e-01,1.023372e+00,5.216054e+00
7.014036e-01,688,4.575547e+00,745,6.444786e-01,3.157080e+00,2.620767e-01,1.017467e+00,5.524080e+00
NaN,NaN,1.462258e+00,741,3.203245e-01,8.435237e-01,9.237809e-02,3.948769e-01,1.510823e+00
NaN,NaN,1.702650e+00,742,2.835293e-01,1.030487e+00,1.009251e-01,4.316370e-01,1.870688e+00
3.057265e-01,689,1.780788e+00,743,2.772777e-01,1.120206e+00,1.030620e-01,4.402880e-01,2.065931e+00
3.022560e-01,688,1.800206e+00,744,2.769391e-01,1.169681e+00,1.031822e-01,4.402645e-01,2.193254e+00
NaN,NaN,1.754710e+00,741,3.843895e-01,1.012228e+00,1.108537e-01,4.738523e-01,1.812987e+00
NaN,NaN,2.043180e+00,742,3.402351e-01,1.236584e+00,1.211101e-01,5.179644e-01,2.244826e+00
3.668718e-01,689,2.136946e+00,743,3.327332e-01,1.344247e+00,1.236744e-01,5.283456e-01,2.479117e+00
3.627072e-01,688,2.160247e+00,744,3.323270e-01,1.403618e+00,1.238187e-01,5.283174e-01,2.631904e+00
NaN,NaN,2.047161e+00,741,4.484544e-01,1.180933e+00,1.293293e-01,5.528277e-01,2.115152e+00
NaN,NaN,2.383709e+00,742,3.969410e-01,1.442682e+00,1.412952e-01,6.042918e-01,2.618964e+00
4.280171e-01,689,2.493103e+00,743,3.881888e-01,1.568288e+00,1.442868e-01,6.164031e-01,2.892303e+00
4.231584e-01,688,2.520288e+00,744,3.877148e-01,1.637554e+00,1.444551e-01,6.163703e-01,3.070555e+00
NaN,NaN,2.339613e+00,741,5.125193e-01,1.349638e+00,1.478050e-01,6.318030e-01,2.417316e+00
NaN,NaN,2.724239e+00,742,4.536468e-01,1.648779e+00,1.614802e-01,6.906192e-01,2.993102e+00
4.891624e-01,689,2.849261e+00,743,4.436443e-01,1.792329e+00,1.648992e-01,7.044607e-01,3.305490e+00
4.836096e-01,688,2.880329e+00,744,4.431026e-01,1.871490e+00,1.650916e-01,7.044232e-01,3.509206e+00
NaN,NaN,2.632065e+00,741,5.765842e-01,1.518343e+00,1.662806e-01,7.107784e-01,2.719481e+00
NaN,NaN,3.064769e+00,742,5.103527e-01,1.854877e+00,1.816652e-01,7.769466e-01,3.367239e+00
5.503077e-01,689,3.205419e+00,743,4.990998e-01,2.016371e+00,1.855116e-01,7.925183e-01,3.718676e+00
5.440608e-01,688,3.240370e+00,744,4.984905e-01,2.105426e+00,1.857280e-01,7.924761e-01,3.947856e+00
NaN,NaN,2.924516e+00,741,6.406491e-01,1.687047e+00,1.847562e-01,7.897538e-01,3.021645e+00
NaN,NaN,3.405299e+00,742,5.670586e-01,2.060974e+00,2.018502e-01,8.632740e-01,3.741377e+00
6.114530e-01,689,3.561576e+00,743,5.545554e-01,2.240412e+00,2.061240e-01,8.805759e-01,4.131862e+00
6.045120e-01,688,3.600412e+00,744,5.538783e-01,2.339363e+00,2.063645e-01,8.805290e-01,4.386507e+00
NaN,NaN,3.216968e+00,741,7.047140e-01,1.855752e+00,2.032318e-01,8.687292e-01,3.323810e+00
NaN,NaN,3.745829e+00,742,6.237644e-01,2.267072e+00,2.220353e-01,9.496014e-01,4.115515e+00
6.725983e-01,689,3.917734e+00,743,6.100109e-01,2.464453e+00,2.267364e-01,9.686335e-01,4.545048e+00
6.649632e-01,688,3.960453e+00,744,6.092661e-01,2.573299e+00,2.270009e-01,9.685819e-01,4.825158e+00
NaN,NaN,1.761328e+00,742,3.247188e-01,1.036181e+00,1.076722e-01,4.342116e-01,1.748871e+00
NaN,NaN,1.987743e+00,743,2.893810e-01,1.239800e+00,1.152318e-01,4.677067e-01,2.134562e+00
3.128294e-01,689,2.041919e+00,744,2.847883e-01,1.332343e+00,1.164973e-01,4.737150e-01,2.347459e+00
3.109414e-01,688,2.037467e+00,745,2.854494e-01,1.379014e+00,1.158686e-01,4.714933e-01,2.487784e+00
NaN,NaN,2.113594e+00,742,3.896625e-01,1.243418e+00,1.292066e-01,5.210540e-01,2.098646e+00
NaN,NaN,2.385292e+00,743,3.472572e-01,1.487760e+00,1.382781e-01,5.612481e-01,2.561474e+00
3.753953e-01,689,2.450303e+00,744,3.417459e-01,1.598812e+00,1.397967e-01,5.684579e-01,2.816951e+00
3.731297e-01,688,2.444961e+00,745,3.425393e-01,1.654817e+00,1.390423e-01,5.657920e-01,2.985341e+00
NaN,NaN,2.465860e+00,742,4.546063e-01,1.450654e+00,1.507411e-01,6.078963e-01,2.448420e+00
NaN,NaN,2.782841e+00,743,4.051334e-01,1.735719e+00,1.613245e-01,6.547894e-01,2.988387e+00
4.379612e-01,689,2.858687e+00,744,3.987036e-01,1.865281e+00,1.630962e-01,6.632009e-01,3.286442e+00
4.353180e-01,688,2.852454e+00,745,3.996292e-01,1.930620e+00,1.622161e-01,6.600907e-01,3.482898e+00
NaN,NaN,2.818125e+00,742,5.195500e-01,1.657890e+00,1.722755e-01,6.947386e-01,2.798194e+00
NaN,NaN,3.180389e+00,743,4.630095e-01,1.983679e+00,1.843708e-01,7.483308e-01,3.415299e+00
5.005271e-01,689,3.267070e+00,744,4.556612e-01,2.131749e+00,1.863956e-01,7.579439e-01,3.755934e+00
4.975063e-01,688,3.259948e+00,745,4.567191e-01,2.206423e+00,1.853898e-01,7.543894e-01,3.980455e+00
NaN,NaN,3.170391e+00,742,5.844938e-01,1.865127e+00,1.938100e-01,7.815810e-01,3.147969e+00
NaN,NaN,3.577938e+00,743,5.208857e-01,2.231639e+00,2.074172e-01,8.418721e-01,3.842212e+00
5.630930e-01,689,3.675454e+00,744,5.126189e-01,2.398218e+00,2.096951e-01,8.526869e-01,4.225426e+00
5.596946e-01,688,3.667441e+00,745,5.138090e-01,2.482226e+00,2.085635e-01,8.486880e-01,4.478011e+00
NaN,NaN,3.522657e+00,742,6.494375e-01,2.072363e+00,2.153444e-01,8.684233e-01,3.497743e+00
NaN,NaN,3.975487e+00,743,5.787619e-01,2.479599e+00,2.304635e-01,9.354135e-01,4.269124e+00
6.256589e-01,689,4.083838e+00,744,5.695765e-01,2.664687e+00,2.329945e-01,9.474299e-01,4.694918e+00
6.218829e-01,688,4.074934e+00,745,5.708989e-01,2.758029e+00,2.317372e-01,9.429867e-01,4.975568e+00
NaN,NaN,3.874922e+00,742,7.143813e-01,2.279599e+00,2.368789e-01,9.552656e-01,3.847517e+00
NaN,NaN,4.373035e+00,743,6.366381e-01,2.727559e+00,2.535099e-01,1.028955e+00,4.696037e+00
6.882248e-01,689,4.492222e+00,744,6.265342e-01,2.931155e+00,2.562940e-01,1.042173e+00,5.164409e+00
6.840712e-01,688,4.482428e+00,745,6.279888e-01,3.033832e+00,2.549110e-01,1.037285e+00,5.473125e+00
NaN,NaN,1.834411e+00,742,3.262542e-01,1.088787e+00,1.113129e-01,4.400462e-01,1.783425e+00
NaN,NaN,2.048865e+00,743,2.915691e-01,1.294167e+00,1.185341e-01,4.725294e-01,2.168820e+00
3.154865e-01,689,2.093110e+00,744,2.873325e-01,1.385035e+00,1.195524e-01,4.779370e-01,2.382775e+00
3.138851e-01,688,2.081162e+00,745,2.882003e-01,1.428796e+00,1.187271e-01,4.752817e-01,2.524074e+00
NaN,NaN,2.201293e+00,742,3.915051e-01,1.306545e+00,1.335755e-01,5.280555e-01,2.140110e+00
NaN,NaN,2.458638e+00,743,3.498829e-01,1.553000e+00,1.422409e-01,5.670353e-01,2.602584e+00
3.785838e-01,689,2.511732e+00,744,3.447990e-01,1.662042e+00,1.434628e-01,5.735244e-01,2.859330e+00
3.766621e-01,688,2.497395e+00,745,3.458403e-01,1.714555e+00,1.424725e-01,5.703380e-01,3.028889e+00
NaN,NaN,2.568176e+00,742,4.567559e-01,1.524302e+00,1.558381e-01,6.160647e-01,2.496795e+00
NaN,NaN,2.868410e+00,743,4.081967e-01,1.811834e+00,1.659477e-01,6.615412e-01,3.036348e+00
4.416811e-01,689,2.930354e+00,744,4.022655e-01,1.939049e+00,1.673733e-01,6.691119e-01,3.335885e+00
4.394391e-01,688,2.913627e+00,745,4.034804e-01,2.000314e+00,1.662179e-01,6.653943e-01,3.533703e+00
NaN,NaN,2.935058e+00,742,5.220067e-01,1.742060e+00,1.781006e-01,7.040740e-01,2.853480e+00
NaN,NaN,3.278183e+00,743,4.665105e-01,2.070667e+00,1.896545e-01,7.560471e-01,3.470112e+00
5.047784e-01,689,3.348976e+00,744,4.597321e-01,2.216056e+00,1.912838e-01,7.646993e-01,3.812440e+00
5.022161e-01,688,3.329859e+00,745,4.611204e-01,2.286073e+00,1.899633e-01,7.604506e-01,4.038518e+00
NaN,NaN,3.301940e+00,742,5.872576e-01,1.959817e+00,2.003632e-01,7.920832e-01,3.210165e+00
NaN,NaN,3.687956e+00,743,5.248243e-01,2.329500e+00,2.133613e-01,8.505529e-01,3.903876e+00
5.678757e-01,689,3.767598e+00,744,5.171986e-01,2.493063e+00,2.151943e-01,8.602867e-01,4.288994e+00
5.649931e-01,688,3.746092e+00,745,5.187605e-01,2.571832e+00,2.137087e-01,8.555070e-01,4.543333e+00
NaN,NaN,3.668822e+00,742,6.525084e-01,2.177575e+00,2.226258e-01,8.800925e-01,3.566850e+00
NaN,NaN,4.097729e+00,743,5.831382e-01,2.588334e+00,2.370681e-01,9.450588e-01,4.337640e+00
6.309730e-01,689,4.186220e+00,744,5.746651e-01,2.770070e+00,2.391047e-01,9.558741e-01,4.765549e+00
6.277701e-01,688,4.162324e+00,745,5.764005e-01,2.857591e+00,2.374541e-01,9.505633e-01,5.048148e+00
NaN,NaN,4.035704e+00,742,7.177593e-01,2.395332e+00,2.448884e-01,9.681017e-01,3.923535e+00
NaN,NaN,4.507502e+00,743,6.414520e-01,2.847167e+00,2.607749e-01,1.039565e+00,4.771404e+00
6.940703e-01,689,4.604842e+00,744,6.321316e-01,3.047077e+00,2.630152e-01,1.051461e+00,5.242104e+00
6.905472e-01,688,4.578557e+00,745,6.340406e-01,3.143350e+00,2.611995e-01,1.045620e+00,5.552962e+00
NaN,NaN,1.856272e+00,742,3.288753e-01,1.105570e+00,1.125421e-01,4.408501e-01,1.788102e+00
NaN,NaN,2.067812e+00,743,2.944027e-01,1.311742e+00,1.197578e-01,4.731154e-01,2.172514e+00
3.187231e-01,689,2.109865e+00,744,2.903001e-01,1.402100e+00,1.207528e-01,4.784158e-01,2.386225e+00
3.172143e-01,688,2.096353e+00,745,2.912544e-01,1.444920e+00,1.198993e-01,4.756829e-01,2.527338e+00
NaN,NaN,2.227527e+00,742,3.946504e-01,1.326684e+00,1.350505e-01,5.290202e-01,2.145722e+00
NaN,NaN,2.481375e+00,743,3.532832e-01,1.574091e+00,1.437093e-01,5.677385e-01,2.607017e+00
3.824678e-01,689,2.531838e+00,744,3.483601e-01,1.682520e+00,1.449034e-01,5.740989e-01,2.863470e+00
3.806571e-01,688,2.515624e+00,745,3.495053e-01,1.733904e+00,1.438791e-01,5.708194e-01,3.032806e+00
