F_1stpeak,wl_1stpeak,F_2ndpeak,wl_2ndpeak,F684,F761,LFtot,EFtot,EFtot_RC
#W m-2 um-1 sr-1,nm,W m-2 um-1 sr-1,nm,W m-2 um-1 sr-1,W m-2 um-1 sr-1,W m-2 sr-1,W m-2,W m-2
NaN,NaN,1.314575e+00,741,3.079047e-01,7.568383e-01,8.379361e-02,3.244291e-01,1.280367e+00
NaN,NaN,1.536778e+00,742,2.806190e-01,9.267405e-01,9.208373e-02,3.537514e-01,1.578443e+00
3.054080e-01,688,1.615250e+00,743,2.788039e-01,1.011114e+00,9.460661e-02,3.615114e-01,1.743113e+00
3.054661e-01,688,1.639271e+00,744,2.807441e-01,1.058905e+00,9.516715e-02,3.621773e-01,1.851263e+00
NaN,NaN,1.577490e+00,741,3.694857e-01,9.082060e-01,1.005523e-01,3.893149e-01,1.536440e+00
NaN,NaN,1.844133e+00,742,3.367428e-01,1.112089e+00,1.105005e-01,4.245017e-01,1.894131e+00
3.664896e-01,688,1.938300e+00,743,3.345647e-01,1.213337e+00,1.135279e-01,4.338137e-01,2.091735e+00
3.665593e-01,688,1.967125e+00,744,3.368930e-01,1.270685e+00,1.142006e-01,4.346128e-01,2.221516e+00
NaN,NaN,1.840405e+00,741,4.310666e-01,1.059574e+00,1.173111e-01,4.542007e-01,1.792514e+00
NaN,NaN,2.151489e+00,742,3.928666e-01,1.297437e+00,1.289172e-01,4.952520e-01,2.209820e+00
4.275712e-01,688,2.261350e+00,743,3.903255e-01,1.415560e+00,1.324493e-01,5.061160e-01,2.440358e+00
4.276526e-01,688,2.294979e+00,744,3.930418e-01,1.482466e+00,1.332340e-01,5.070483e-01,2.591768e+00
NaN,NaN,2.103320e+00,741,4.926476e-01,1.210941e+00,1.340698e-01,5.190866e-01,2.048587e+00
NaN,NaN,2.458844e+00,742,4.489904e-01,1.482785e+00,1.473340e-01,5.660022e-01,2.525508e+00
4.886528e-01,688,2.584400e+00,743,4.460863e-01,1.617783e+00,1.513706e-01,5.784183e-01,2.788981e+00
4.887458e-01,688,2.622833e+00,744,4.491906e-01,1.694247e+00,1.522674e-01,5.794837e-01,2.962021e+00
NaN,NaN,2.366236e+00,741,5.542285e-01,1.362309e+00,1.508285e-01,5.839724e-01,2.304661e+00
NaN,NaN,2.766200e+00,742,5.051142e-01,1.668133e+00,1.657507e-01,6.367525e-01,2.841197e+00
5.497344e-01,688,2.907450e+00,743,5.018471e-01,1.820006e+00,1.702919e-01,6.507205e-01,3.137603e+00
5.498390e-01,688,2.950687e+00,744,5.053394e-01,1.906028e+00,1.713009e-01,6.519192e-01,3.332273e+00
NaN,NaN,2.629151e+00,741,6.158095e-01,1.513677e+00,1.675872e-01,6.488582e-01,2.560734e+00
NaN,NaN,3.073555e+00,742,5.612380e-01,1.853481e+00,1.841675e-01,7.075028e-01,3.156886e+00
6.108160e-01,688,3.230500e+00,743,5.576079e-01,2.022229e+00,1.892132e-01,7.230228e-01,3.486226e+00
6.109322e-01,688,3.278541e+00,744,5.614883e-01,2.117809e+00,1.903343e-01,7.243547e-01,3.702526e+00
NaN,NaN,2.892066e+00,741,6.773904e-01,1.665044e+00,1.843459e-01,7.137440e-01,2.816807e+00
NaN,NaN,3.380911e+00,742,6.173618e-01,2.038829e+00,2.025842e-01,7.782531e-01,3.472574e+00
6.718976e-01,688,3.553550e+00,743,6.133687e-01,2.224452e+00,2.081346e-01,7.953251e-01,3.834848e+00
6.720255e-01,688,3.606395e+00,744,6.176371e-01,2.329590e+00,2.093677e-01,7.967901e-01,4.072778e+00
NaN,NaN,1.687226e+00,742,3.308016e-01,9.920762e-01,1.038313e-01,3.701986e-01,1.625169e+00
NaN,NaN,1.894772e+00,743,3.030563e-01,1.179820e+00,1.109046e-01,3.942897e-01,1.957686e+00
3.309670e-01,688,1.950582e+00,744,3.031491e-01,1.269252e+00,1.125666e-01,3.988278e-01,2.147195e+00
3.326949e-01,688,1.951395e+00,745,3.064141e-01,1.315979e+00,1.123927e-01,3.970101e-01,2.273763e+00
NaN,NaN,2.024671e+00,742,3.969619e-01,1.190491e+00,1.245976e-01,4.442384e-01,1.950202e+00
NaN,NaN,2.273726e+00,743,3.636676e-01,1.415784e+00,1.330855e-01,4.731476e-01,2.349223e+00
3.971605e-01,688,2.340699e+00,744,3.637789e-01,1.523102e+00,1.350799e-01,4.785934e-01,2.576634e+00
3.992339e-01,688,2.341674e+00,745,3.676969e-01,1.579175e+00,1.348713e-01,4.764121e-01,2.728515e+00
NaN,NaN,2.362117e+00,742,4.631223e-01,1.388907e+00,1.453639e-01,5.182781e-01,2.275236e+00
NaN,NaN,2.652680e+00,743,4.242789e-01,1.651748e+00,1.552664e-01,5.520055e-01,2.740761e+00
4.633539e-01,688,2.730815e+00,744,4.244087e-01,1.776952e+00,1.575932e-01,5.583590e-01,3.006073e+00
4.657729e-01,688,2.731953e+00,745,4.289797e-01,1.842371e+00,1.573498e-01,5.558142e-01,3.183268e+00
NaN,NaN,2.699562e+00,742,5.292826e-01,1.587322e+00,1.661301e-01,5.923178e-01,2.600270e+00
NaN,NaN,3.031635e+00,743,4.848902e-01,1.887712e+00,1.774474e-01,6.308635e-01,3.132298e+00
5.295473e-01,688,3.120931e+00,744,4.850385e-01,2.030803e+00,1.801065e-01,6.381246e-01,3.435512e+00
5.323119e-01,688,3.122232e+00,745,4.902625e-01,2.105567e+00,1.798284e-01,6.352162e-01,3.638020e+00
NaN,NaN,3.037007e+00,742,5.954429e-01,1.785737e+00,1.868964e-01,6.663575e-01,2.925303e+00
NaN,NaN,3.410589e+00,743,5.455014e-01,2.123676e+00,1.996283e-01,7.097214e-01,3.523835e+00
5.957407e-01,688,3.511048e+00,744,5.456683e-01,2.284653e+00,2.026198e-01,7.178901e-01,3.864951e+00
5.988509e-01,688,3.512511e+00,745,5.515453e-01,2.368763e+00,2.023069e-01,7.146182e-01,4.092773e+00
NaN,NaN,3.374452e+00,742,6.616032e-01,1.984152e+00,2.076627e-01,7.403973e-01,3.250337e+00
NaN,NaN,3.789543e+00,743,6.061127e-01,2.359640e+00,2.218092e-01,7.885793e-01,3.915372e+00
6.619341e-01,688,3.901164e+00,744,6.062982e-01,2.538503e+00,2.251331e-01,7.976557e-01,4.294391e+00
6.653899e-01,688,3.902790e+00,745,6.128281e-01,2.631959e+00,2.247855e-01,7.940202e-01,4.547525e+00
NaN,NaN,3.711897e+00,742,7.277636e-01,2.182568e+00,2.284289e-01,8.144370e-01,3.575371e+00
NaN,NaN,4.168498e+00,743,6.667240e-01,2.595604e+00,2.439901e-01,8.674373e-01,4.306909e+00
7.281275e-01,688,4.291281e+00,744,6.669280e-01,2.792354e+00,2.476464e-01,8.774213e-01,4.723830e+00
7.319289e-01,688,4.293069e+00,745,6.741109e-01,2.895155e+00,2.472640e-01,8.734223e-01,5.002278e+00
NaN,NaN,1.807343e+00,742,3.390081e-01,1.073879e+00,1.101863e-01,3.802820e-01,1.733597e+00
NaN,NaN,1.994534e+00,743,3.106811e-01,1.260495e+00,1.164035e-01,4.017227e-01,2.066783e+00
3.394034e-01,688,2.036594e+00,744,3.110605e-01,1.347230e+00,1.176320e-01,4.050188e-01,2.259651e+00
3.414362e-01,688,2.027370e+00,745,3.145605e-01,1.390321e+00,1.171550e-01,4.024083e-01,2.389224e+00
NaN,NaN,2.168812e+00,742,4.068097e-01,1.288655e+00,1.322236e-01,4.563384e-01,2.080317e+00
NaN,NaN,2.393440e+00,743,3.728173e-01,1.512594e+00,1.396842e-01,4.820672e-01,2.480140e+00
4.072841e-01,688,2.443912e+00,744,3.732726e-01,1.616676e+00,1.411584e-01,4.860225e-01,2.711582e+00
4.097235e-01,688,2.432844e+00,745,3.774726e-01,1.668385e+00,1.405860e-01,4.828899e-01,2.867069e+00
NaN,NaN,2.530280e+00,742,4.746113e-01,1.503431e+00,1.542608e-01,5.323948e-01,2.427036e+00
NaN,NaN,2.792347e+00,743,4.349536e-01,1.764693e+00,1.629649e-01,5.624118e-01,2.893496e+00
4.751647e-01,688,2.851231e+00,744,4.354847e-01,1.886123e+00,1.646848e-01,5.670263e-01,3.163512e+00
4.780107e-01,688,2.838318e+00,745,4.403847e-01,1.946449e+00,1.640170e-01,5.633716e-01,3.344914e+00
NaN,NaN,2.891749e+00,742,5.424130e-01,1.718207e+00,1.762981e-01,6.084512e-01,2.773756e+00
NaN,NaN,3.191254e+00,743,4.970898e-01,2.016792e+00,1.862456e-01,6.427563e-01,3.306853e+00
5.430454e-01,688,3.258550e+00,744,4.976968e-01,2.155569e+00,1.882112e-01,6.480300e-01,3.615442e+00
5.462980e-01,688,3.243792e+00,745,5.032968e-01,2.224514e+00,1.874480e-01,6.438533e-01,3.822759e+00
NaN,NaN,3.253217e+00,742,6.102146e-01,1.932982e+00,1.983354e-01,6.845076e-01,3.120475e+00
NaN,NaN,3.590161e+00,743,5.592260e-01,2.268892e+00,2.095263e-01,7.231008e-01,3.720209e+00
6.109261e-01,688,3.665868e+00,744,5.599089e-01,2.425015e+00,2.117376e-01,7.290338e-01,4.067373e+00
6.145852e-01,688,3.649266e+00,745,5.662088e-01,2.502578e+00,2.108790e-01,7.243349e-01,4.300604e+00
NaN,NaN,3.614686e+00,742,6.780162e-01,2.147758e+00,2.203726e-01,7.605640e-01,3.467195e+00
NaN,NaN,3.989067e+00,743,6.213622e-01,2.520991e+00,2.328071e-01,8.034454e-01,4.133566e+00
6.788068e-01,688,4.073187e+00,744,6.221210e-01,2.694461e+00,2.352641e-01,8.100376e-01,4.519303e+00
6.828725e-01,688,4.054740e+00,745,6.291209e-01,2.780642e+00,2.343100e-01,8.048166e-01,4.778449e+00
NaN,NaN,3.976155e+00,742,7.458178e-01,2.362534e+00,2.424099e-01,8.366204e-01,3.813914e+00
NaN,NaN,4.387974e+00,743,6.834985e-01,2.773090e+00,2.560878e-01,8.837899e-01,4.546922e+00
7.466874e-01,688,4.480506e+00,744,6.843331e-01,2.963907e+00,2.587905e-01,8.910413e-01,4.971233e+00
7.511597e-01,688,4.460214e+00,745,6.920330e-01,3.058706e+00,2.577410e-01,8.852982e-01,5.256293e+00
NaN,NaN,1.853813e+00,742,3.457839e-01,1.106388e+00,1.128638e-01,3.831843e-01,1.775457e+00
NaN,NaN,2.031528e+00,743,3.166996e-01,1.290989e+00,1.187056e-01,4.033681e-01,2.105546e+00
3.459190e-01,688,2.068656e+00,744,3.170780e-01,1.376056e+00,1.197831e-01,4.061692e-01,2.298156e+00
3.480231e-01,688,2.056337e+00,745,3.206402e-01,1.417499e+00,1.192144e-01,4.032888e-01,2.427949e+00
NaN,NaN,2.224576e+00,742,4.149407e-01,1.327665e+00,1.354366e-01,4.598211e-01,2.130548e+00
NaN,NaN,2.437833e+00,743,3.800395e-01,1.549187e+00,1.424467e-01,4.840417e-01,2.526655e+00
4.151028e-01,688,2.482387e+00,744,3.804936e-01,1.651268e+00,1.437397e-01,4.874031e-01,2.757787e+00
4.176277e-01,688,2.467605e+00,745,3.847682e-01,1.700998e+00,1.430572e-01,4.839466e-01,2.913538e+00
NaN,NaN,2.595339e+00,742,4.840975e-01,1.548943e+00,1.580094e-01,5.364580e-01,2.485639e+00
NaN,NaN,2.844139e+00,743,4.433794e-01,1.807384e+00,1.661878e-01,5.647153e-01,2.947764e+00
4.842865e-01,688,2.896118e+00,744,4.439092e-01,1.926479e+00,1.676963e-01,5.686369e-01,3.217418e+00
4.872323e-01,688,2.878872e+00,745,4.488963e-01,1.984498e+00,1.669001e-01,5.646043e-01,3.399128e+00
NaN,NaN,2.966101e+00,742,5.532543e-01,1.770220e+00,1.805821e-01,6.130948e-01,2.840731e+00
NaN,NaN,3.250444e+00,743,5.067193e-01,2.065582e+00,1.899289e-01,6.453889e-01,3.368873e+00
5.534703e-01,688,3.309849e+00,744,5.073248e-01,2.201690e+00,1.916529e-01,6.498708e-01,3.677049e+00
5.568369e-01,688,3.290140e+00,745,5.130243e-01,2.267998e+00,1.907430e-01,6.452621e-01,3.884718e+00
NaN,NaN,3.336864e+00,742,6.224111e-01,1.991498e+00,2.031549e-01,6.897317e-01,3.195822e+00
NaN,NaN,3.656750e+00,743,5.700592e-01,2.323780e+00,2.136701e-01,7.260626e-01,3.789982e+00
6.226541e-01,688,3.723581e+00,744,5.707404e-01,2.476902e+00,2.156095e-01,7.311046e-01,4.136681e+00
6.264415e-01,688,3.701407e+00,745,5.771523e-01,2.551497e+00,2.145858e-01,7.259198e-01,4.370308e+00
NaN,NaN,3.707627e+00,742,6.915679e-01,2.212776e+00,2.257277e-01,7.663686e-01,3.550913e+00
NaN,NaN,4.063055e+00,743,6.333992e-01,2.581978e+00,2.374112e-01,8.067362e-01,4.211091e+00
6.918379e-01,688,4.137312e+00,744,6.341560e-01,2.752113e+00,2.395661e-01,8.123385e-01,4.596312e+00
6.960461e-01,688,4.112675e+00,745,6.412804e-01,2.834997e+00,2.384287e-01,8.065776e-01,4.855897e+00
NaN,NaN,4.078389e+00,742,7.607247e-01,2.434053e+00,2.483004e-01,8.430054e-01,3.906005e+00
NaN,NaN,4.469361e+00,743,6.967391e-01,2.840176e+00,2.611523e-01,8.874098e-01,4.632201e+00
7.610217e-01,688,4.551043e+00,744,6.975716e-01,3.027324e+00,2.635227e-01,8.935723e-01,5.055943e+00
7.656507e-01,688,4.523942e+00,745,7.054084e-01,3.118497e+00,2.622716e-01,8.872354e-01,5.341487e+00
NaN,NaN,1.318336e+00,741,3.068865e-01,7.591877e-01,8.395788e-02,3.278420e-01,1.292542e+00
NaN,NaN,1.540696e+00,742,2.792806e-01,9.294918e-01,9.222832e-02,3.576021e-01,1.594258e+00
3.037971e-01,688,1.618733e+00,743,2.772781e-01,1.013849e+00,9.471484e-02,3.654281e-01,1.760716e+00
3.037189e-01,688,1.642290e+00,744,2.791099e-01,1.061532e+00,9.524406e-02,3.660690e-01,1.869981e+00
NaN,NaN,1.582003e+00,741,3.682638e-01,9.110253e-01,1.007495e-01,3.934104e-01,1.551050e+00
NaN,NaN,1.848835e+00,742,3.351368e-01,1.115390e+00,1.106740e-01,4.291226e-01,1.913110e+00
3.645566e-01,688,1.942480e+00,743,3.327337e-01,1.216618e+00,1.136578e-01,4.385137e-01,2.112859e+00
3.644626e-01,688,1.970748e+00,744,3.349318e-01,1.273839e+00,1.142929e-01,4.392828e-01,2.243978e+00
NaN,NaN,1.845671e+00,741,4.296411e-01,1.062863e+00,1.175410e-01,4.589788e-01,1.809559e+00
NaN,NaN,2.156975e+00,742,3.909929e-01,1.301289e+00,1.291196e-01,5.006430e-01,2.231962e+00
4.253160e-01,688,2.266227e+00,743,3.881893e-01,1.419388e+00,1.326008e-01,5.115993e-01,2.465002e+00
4.252064e-01,688,2.299205e+00,744,3.907538e-01,1.486145e+00,1.333417e-01,5.124966e-01,2.617974e+00
NaN,NaN,2.109338e+00,741,4.910184e-01,1.214700e+00,1.343326e-01,5.245472e-01,2.068067e+00
NaN,NaN,2.465114e+00,742,4.468490e-01,1.487187e+00,1.475653e-01,5.721634e-01,2.550813e+00
4.860754e-01,688,2.589973e+00,743,4.436449e-01,1.622158e+00,1.515437e-01,5.846849e-01,2.817145e+00
4.859502e-01,688,2.627663e+00,744,4.465758e-01,1.698452e+00,1.523905e-01,5.857104e-01,2.991970e+00
NaN,NaN,2.373005e+00,741,5.523957e-01,1.366538e+00,1.511242e-01,5.901156e-01,2.326575e+00
NaN,NaN,2.773253e+00,742,5.027052e-01,1.673085e+00,1.660110e-01,6.436838e-01,2.869665e+00
5.468349e-01,688,2.913720e+00,743,4.991006e-01,1.824928e+00,1.704867e-01,6.577705e-01,3.169289e+00
5.466939e-01,688,2.956121e+00,744,5.023978e-01,1.910758e+00,1.714393e-01,6.589242e-01,3.365966e+00
NaN,NaN,2.636672e+00,741,6.137730e-01,1.518375e+00,1.679158e-01,6.556840e-01,2.585084e+00
NaN,NaN,3.081392e+00,742,5.585613e-01,1.858984e+00,1.844566e-01,7.152043e-01,3.188517e+00
6.075943e-01,688,3.237467e+00,743,5.545562e-01,2.027697e+00,1.894297e-01,7.308561e-01,3.521432e+00
6.074377e-01,688,3.284579e+00,744,5.582197e-01,2.123065e+00,1.904881e-01,7.321380e-01,3.739963e+00
NaN,NaN,2.900340e+00,741,6.751503e-01,1.670213e+00,1.847073e-01,7.212524e-01,2.843592e+00
NaN,NaN,3.389532e+00,742,6.144174e-01,2.044882e+00,2.029023e-01,7.867247e-01,3.507368e+00
6.683537e-01,688,3.561213e+00,743,6.100118e-01,2.230467e+00,2.083726e-01,8.039417e-01,3.873575e+00
6.681815e-01,688,3.613037e+00,744,6.140417e-01,2.335371e+00,2.095369e-01,8.053518e-01,4.113959e+00
NaN,NaN,1.685207e+00,742,3.276360e-01,9.911629e-01,1.035913e-01,3.733543e-01,1.632592e+00
NaN,NaN,1.892790e+00,743,2.997506e-01,1.179195e+00,1.106512e-01,3.980348e-01,1.968948e+00
3.272062e-01,688,1.947919e+00,744,2.996394e-01,1.268403e+00,1.122682e-01,4.026826e-01,2.160200e+00
3.287681e-01,688,1.948106e+00,745,3.027685e-01,1.314848e+00,1.120561e-01,4.008579e-01,2.287808e+00
NaN,NaN,2.022249e+00,742,3.931632e-01,1.189395e+00,1.243096e-01,4.480252e-01,1.959110e+00
NaN,NaN,2.271348e+00,743,3.597007e-01,1.415035e+00,1.327814e-01,4.776418e-01,2.362738e+00
3.926475e-01,688,2.337503e+00,744,3.595673e-01,1.522083e+00,1.347219e-01,4.832191e-01,2.592240e+00
3.945217e-01,688,2.337727e+00,745,3.633222e-01,1.577817e+00,1.344674e-01,4.810294e-01,2.745370e+00
NaN,NaN,2.359290e+00,742,4.586904e-01,1.387628e+00,1.450278e-01,5.226960e-01,2.285629e+00
NaN,NaN,2.649906e+00,743,4.196509e-01,1.650874e+00,1.549117e-01,5.572488e-01,2.756528e+00
4.580887e-01,688,2.727087e+00,744,4.194952e-01,1.775764e+00,1.571755e-01,5.637556e-01,3.024280e+00
4.602753e-01,688,2.727348e+00,745,4.238759e-01,1.840787e+00,1.568786e-01,5.612010e-01,3.202931e+00
NaN,NaN,2.696332e+00,742,5.242176e-01,1.585861e+00,1.657461e-01,5.973669e-01,2.612147e+00
NaN,NaN,3.028464e+00,743,4.796010e-01,1.886713e+00,1.770419e-01,6.368557e-01,3.150317e+00
5.235300e-01,688,3.116671e+00,744,4.794231e-01,2.029444e+00,1.796291e-01,6.442922e-01,3.456320e+00
5.260289e-01,688,3.116969e+00,745,4.844296e-01,2.103756e+00,1.792898e-01,6.413726e-01,3.660493e+00
NaN,NaN,3.033373e+00,742,5.897448e-01,1.784093e+00,1.864644e-01,6.720378e-01,2.938665e+00
NaN,NaN,3.407022e+00,743,5.395511e-01,2.122552e+00,1.991721e-01,7.164627e-01,3.544107e+00
5.889712e-01,688,3.506255e+00,744,5.393510e-01,2.283125e+00,2.020828e-01,7.248287e-01,3.888360e+00
5.917825e-01,688,3.506590e+00,745,5.449833e-01,2.366726e+00,2.017010e-01,7.215441e-01,4.118055e+00
NaN,NaN,3.370415e+00,742,6.552720e-01,1.982326e+00,2.071826e-01,7.467086e-01,3.265184e+00
NaN,NaN,3.785580e+00,743,5.995012e-01,2.358391e+00,2.213024e-01,7.960697e-01,3.937897e+00
6.544125e-01,688,3.895838e+00,744,5.992789e-01,2.536806e+00,2.245364e-01,8.053652e-01,4.320400e+00
6.575361e-01,688,3.896211e+00,745,6.055370e-01,2.629695e+00,2.241123e-01,8.017157e-01,4.575616e+00
NaN,NaN,3.707456e+00,742,7.207992e-01,2.180558e+00,2.279009e-01,8.213795e-01,3.591702e+00
NaN,NaN,4.164138e+00,743,6.594514e-01,2.594230e+00,2.434326e-01,8.756767e-01,4.331686e+00
7.198537e-01,688,4.285422e+00,744,6.592068e-01,2.790486e+00,2.469901e-01,8.859017e-01,4.752440e+00
7.232898e-01,688,4.285832e+00,745,6.660907e-01,2.892665e+00,2.465235e-01,8.818873e-01,5.033178e+00
NaN,NaN,1.800566e+00,742,3.346534e-01,1.070134e+00,1.096460e-01,3.831366e-01,1.735816e+00
NaN,NaN,1.988148e+00,743,3.063298e-01,1.257121e+00,1.158777e-01,4.052736e-01,2.072935e+00
3.345217e-01,688,2.029667e+00,744,3.065144e-01,1.343627e+00,1.170700e-01,4.087241e-01,2.267494e+00
3.363825e-01,688,2.019918e+00,745,3.098735e-01,1.386425e+00,1.165594e-01,4.061315e-01,2.398034e+00
NaN,NaN,2.160679e+00,742,4.015841e-01,1.284161e+00,1.315752e-01,4.597639e-01,2.082979e+00
NaN,NaN,2.385777e+00,743,3.675958e-01,1.508545e+00,1.390532e-01,4.863283e-01,2.487522e+00
4.014260e-01,688,2.435601e+00,744,3.678172e-01,1.612352e+00,1.404840e-01,4.904689e-01,2.720993e+00
4.036590e-01,688,2.423901e+00,745,3.718482e-01,1.663709e+00,1.398713e-01,4.873578e-01,2.877641e+00
NaN,NaN,2.520793e+00,742,4.685148e-01,1.498187e+00,1.535044e-01,5.363913e-01,2.430142e+00
NaN,NaN,2.783407e+00,743,4.288617e-01,1.759969e+00,1.622288e-01,5.673830e-01,2.902109e+00
4.683303e-01,688,2.841534e+00,744,4.291201e-01,1.881078e+00,1.638981e-01,5.722137e-01,3.174491e+00
4.709355e-01,688,2.827885e+00,745,4.338229e-01,1.940994e+00,1.631832e-01,5.685842e-01,3.357248e+00
NaN,NaN,2.880906e+00,742,5.354455e-01,1.712214e+00,1.754336e-01,6.130186e-01,2.777305e+00
NaN,NaN,3.181036e+00,743,4.901277e-01,2.011393e+00,1.854043e-01,6.484377e-01,3.316695e+00
5.352347e-01,688,3.247467e+00,744,4.904230e-01,2.149803e+00,1.873121e-01,6.539585e-01,3.627990e+00
5.382120e-01,688,3.231869e+00,745,4.957977e-01,2.218279e+00,1.864951e-01,6.498105e-01,3.836855e+00
NaN,NaN,3.241019e+00,742,6.023762e-01,1.926241e+00,1.973628e-01,6.896459e-01,3.124468e+00
NaN,NaN,3.578666e+00,743,5.513937e-01,2.262817e+00,2.085799e-01,7.294924e-01,3.731282e+00
6.021390e-01,688,3.653401e+00,744,5.517258e-01,2.418529e+00,2.107261e-01,7.357033e-01,4.081489e+00
6.054885e-01,688,3.635852e+00,745,5.577724e-01,2.495564e+00,2.098070e-01,7.310368e-01,4.316461e+00
NaN,NaN,3.601132e+00,742,6.693068e-01,2.140268e+00,2.192920e-01,7.662732e-01,3.471631e+00
NaN,NaN,3.976295e+00,743,6.126596e-01,2.514241e+00,2.317554e-01,8.105471e-01,4.145869e+00
6.690433e-01,688,4.059334e+00,744,6.130287e-01,2.687254e+00,2.341401e-01,8.174481e-01,4.534988e+00
6.727651e-01,688,4.039836e+00,745,6.197471e-01,2.772849e+00,2.331189e-01,8.122631e-01,4.796068e+00
NaN,NaN,3.961245e+00,742,7.362375e-01,2.354295e+00,2.412212e-01,8.429005e-01,3.818794e+00
NaN,NaN,4.373925e+00,743,6.739256e-01,2.765666e+00,2.549310e-01,8.916018e-01,4.560456e+00
7.359477e-01,688,4.465268e+00,744,6.743316e-01,2.955979e+00,2.575541e-01,8.991930e-01,4.988486e+00
7.400416e-01,688,4.443819e+00,745,6.817218e-01,3.050134e+00,2.564307e-01,8.934894e-01,5.275675e+00
NaN,NaN,1.843895e+00,742,3.406056e-01,1.100738e+00,1.121238e-01,3.858555e-01,1.774249e+00
NaN,NaN,2.022267e+00,743,3.116419e-01,1.285771e+00,1.179992e-01,4.067946e-01,2.108324e+00
3.402916e-01,688,2.058998e+00,744,3.118435e-01,1.370638e+00,1.190485e-01,4.097789e-01,2.302615e+00
3.422276e-01,688,2.046250e+00,745,3.152686e-01,1.411807e+00,1.184507e-01,4.069330e-01,2.433347e+00
NaN,NaN,2.212674e+00,742,4.087267e-01,1.320885e+00,1.345486e-01,4.630266e-01,2.129099e+00
NaN,NaN,2.426721e+00,743,3.739702e-01,1.542925e+00,1.415991e-01,4.881535e-01,2.529989e+00
4.083499e-01,688,2.470797e+00,744,3.742123e-01,1.644766e+00,1.428581e-01,4.917347e-01,2.763138e+00
4.106731e-01,688,2.455500e+00,745,3.783223e-01,1.694168e+00,1.421408e-01,4.883196e-01,2.920016e+00
NaN,NaN,2.581452e+00,742,4.768478e-01,1.541033e+00,1.569733e-01,5.401977e-01,2.483948e+00
NaN,NaN,2.831174e+00,743,4.362986e-01,1.800079e+00,1.651989e-01,5.695124e-01,2.951653e+00
4.764082e-01,688,2.882597e+00,744,4.365810e-01,1.918893e+00,1.666678e-01,5.736905e-01,3.223661e+00
4.791186e-01,688,2.864750e+00,745,4.413760e-01,1.976530e+00,1.658310e-01,5.697062e-01,3.406686e+00
NaN,NaN,2.950231e+00,742,5.449690e-01,1.761181e+00,1.793981e-01,6.173688e-01,2.838798e+00
NaN,NaN,3.235628e+00,743,4.986270e-01,2.057233e+00,1.887987e-01,6.508714e-01,3.373318e+00
5.444666e-01,688,3.294396e+00,744,4.989497e-01,2.193021e+00,1.904775e-01,6.556463e-01,3.684185e+00
5.475642e-01,688,3.274000e+00,745,5.044297e-01,2.258891e+00,1.895211e-01,6.510928e-01,3.893355e+00
NaN,NaN,3.319010e+00,742,6.130901e-01,1.981328e+00,2.018228e-01,6.945399e-01,3.193648e+00
NaN,NaN,3.640081e+00,743,5.609553e-01,2.314387e+00,2.123986e-01,7.322303e-01,3.794983e+00
6.125249e-01,688,3.706196e+00,744,5.613184e-01,2.467149e+00,2.142872e-01,7.376021e-01,4.144708e+00
6.160097e-01,688,3.683250e+00,745,5.674834e-01,2.541252e+00,2.132112e-01,7.324794e-01,4.380025e+00
NaN,NaN,3.687789e+00,742,6.812112e-01,2.201476e+00,2.242476e-01,7.717110e-01,3.548498e+00
NaN,NaN,4.044535e+00,743,6.232837e-01,2.571541e+00,2.359984e-01,8.135892e-01,4.216648e+00
6.805832e-01,688,4.117995e+00,744,6.236871e-01,2.741276e+00,2.380969e-01,8.195578e-01,4.605231e+00
6.844552e-01,688,4.092500e+00,745,6.305371e-01,2.823614e+00,2.369014e-01,8.138660e-01,4.866694e+00
NaN,NaN,4.056568e+00,742,7.493323e-01,2.421623e+00,2.466724e-01,8.488821e-01,3.903347e+00
NaN,NaN,4.448988e+00,743,6.856121e-01,2.828696e+00,2.595983e-01,8.949481e-01,4.638312e+00
7.486415e-01,688,4.529795e+00,744,6.860558e-01,3.015404e+00,2.619066e-01,9.015136e-01,5.065754e+00
7.529007e-01,688,4.501750e+00,745,6.935908e-01,3.105975e+00,2.605915e-01,8.952526e-01,5.353363e+00
NaN,NaN,1.325737e+00,741,3.065582e-01,7.636382e-01,8.434886e-02,3.323866e-01,1.308622e+00
NaN,NaN,1.548983e+00,742,2.784916e-01,9.348920e-01,9.262616e-02,3.627147e-01,1.615077e+00
3.027501e-01,688,1.626777e+00,743,2.762437e-01,1.019462e+00,9.507959e-02,3.706239e-01,1.783865e+00
3.024950e-01,688,1.649896e+00,744,2.779413e-01,1.067155e+00,9.557519e-02,3.712299e-01,1.894585e+00
NaN,NaN,1.590884e+00,741,3.678699e-01,9.163658e-01,1.012186e-01,3.988640e-01,1.570347e+00
NaN,NaN,1.858779e+00,742,3.341899e-01,1.121870e+00,1.111514e-01,4.352576e-01,1.938093e+00
3.633001e-01,688,1.952133e+00,743,3.314925e-01,1.223354e+00,1.140955e-01,4.447487e-01,2.140637e+00
3.629940e-01,688,1.979875e+00,744,3.335296e-01,1.280586e+00,1.146902e-01,4.454759e-01,2.273502e+00
NaN,NaN,1.856031e+00,741,4.291815e-01,1.069093e+00,1.180884e-01,4.653413e-01,1.832071e+00
NaN,NaN,2.168576e+00,742,3.898882e-01,1.308849e+00,1.296766e-01,5.078005e-01,2.261108e+00
