#aerodynamicresistance(ra),raforsoil,rss,ustar
#s m-1,s m-1,s m-1,m s-1
8.526235e+00,5.943829e+02,500,2.755619e-01
8.556331e+00,5.961301e+02,500,2.747405e-01
8.537794e+00,5.950541e+02,500,2.752457e-01
8.530122e+00,5.946086e+02,500,2.754555e-01
8.526235e+00,5.943829e+02,500,2.755619e-01
8.556331e+00,5.961301e+02,500,2.747405e-01
8.537794e+00,5.950541e+02,500,2.752457e-01
8.530122e+00,5.946086e+02,500,2.754555e-01
8.526235e+00,5.943829e+02,500,2.755619e-01
8.556331e+00,5.961301e+02,500,2.747405e-01
8.537794e+00,5.950541e+02,500,2.752457e-01
8.530122e+00,5.946086e+02,500,2.754555e-01
8.526235e+00,5.943829e+02,500,2.755619e-01
8.556331e+00,5.961301e+02,500,2.747405e-01
8.537794e+00,5.950541e+02,500,2.752457e-01
8.530122e+00,5.946086e+02,500,2.754555e-01
8.526235e+00,5.943829e+02,500,2.755619e-01
8.556331e+00,5.961301e+02,500,2.747405e-01
8.537794e+00,5.950541e+02,500,2.752457e-01
8.530122e+00,5.946086e+02,500,2.754555e-01
8.526235e+00,5.943829e+02,500,2.755619e-01
8.556331e+00,5.961301e+02,500,2.747405e-01
8.537794e+00,5.950541e+02,500,2.752457e-01
8.530122e+00,5.946086e+02,500,2.754555e-01
8.526235e+00,5.943829e+02,500,2.755619e-01
8.897223e+00,2.814130e+03,500,2.652786e-01
8.881263e+00,2.809857e+03,500,2.656835e-01
8.874386e+00,2.808015e+03,500,2.658584e-01
8.871129e+00,2.807142e+03,500,2.659413e-01
8.897223e+00,2.814130e+03,500,2.652786e-01
8.881263e+00,2.809857e+03,500,2.656835e-01
8.874386e+00,2.808015e+03,500,2.658584e-01
8.871129e+00,2.807142e+03,500,2.659413e-01
8.897223e+00,2.814130e+03,500,2.652786e-01
8.881263e+00,2.809857e+03,500,2.656835e-01
8.874386e+00,2.808015e+03,500,2.658584e-01
8.871129e+00,2.807142e+03,500,2.659413e-01
8.897223e+00,2.814130e+03,500,2.652786e-01
8.881263e+00,2.809857e+03,500,2.656835e-01
8.874386e+00,2.808015e+03,500,2.658584e-01
8.871129e+00,2.807142e+03,500,2.659413e-01
8.897223e+00,2.814130e+03,500,2.652786e-01
8.881263e+00,2.809857e+03,500,2.656835e-01
8.874386e+00,2.808015e+03,500,2.658584e-01
8.871129e+00,2.807142e+03,500,2.659413e-01
8.897223e+00,2.814130e+03,500,2.652786e-01
8.881263e+00,2.809857e+03,500,2.656835e-01
8.874386e+00,2.808015e+03,500,2.658584e-01
8.871129e+00,2.807142e+03,500,2.659413e-01
8.897223e+00,2.814130e+03,500,2.652786e-01
8.881263e+00,2.809857e+03,500,2.656835e-01
8.874386e+00,2.808015e+03,500,2.658584e-01
8.871129e+00,2.807142e+03,500,2.659413e-01
